2#和3#反应器运行数据（输入数据相同）,,,,,,,,,,2#反应器,,,,,,,,,,,,,3#反应器,,,,,,,,,,,,,
时间,系统输入（进水指标）,,,,,,,,,系统输出（出水指标）,,,,影响因素,,,,,时间,系统输入（进水指标）,,,,,,,,,系统输出（出水指标）,,,,影响因素,,,
,进水主参数,,,,,影响因素（进水的其他指标）,,,,主参数,,,,反应器内,,当地气温,,,,进水主参数,,,,,影响因素（进水的其他指标）,,,,主参数,,,,反应器内,,当地气温,
27/06/2016,0.00 ,18480,,6.37 ,0.0461 ,6.67,38,379,948,,926,#DIV/0!,42,7.02,37.9,,,,27/06/2016,0.00 ,18720,,6.46 ,0.0467 ,6.67,38,379,948,,711,#DIV/0!,78,7.33,38.9,,
28/06/2016,14.74 ,18240,2344,6.29 ,0.0692 ,6.88,38,481,912,,762,67.49 ,60,7.22,38,,,,28/06/2016,14.94 ,18480,2344,6.37 ,0.0701 ,6.88,38,481,912,,781,66.68 ,72,,,,
29/06/2016,12.90 ,16800,2226,5.79 ,0.0475 ,6.74,39,342,1020,,664,70.17 ,72,7.13,38.5,,,,29/06/2016,13.82 ,18000,2226,6.21 ,0.0509 ,6.74,39,342,1020,,644,71.07 ,90,7.35,38.9,,
30/06/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,30/06/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.23,37.9,,
01/07/2016,13.56 ,17280,2275,5.96 ,0.0447 ,6.75,38.8,206,978,,702,69.14 ,54,7.19,38.5,,,,01/07/2016,14.12 ,18000,2275,6.21 ,0.0466 ,6.75,38.8,206,978,,720,68.35 ,66,7.28,37.9,,
02/07/2016,15.18 ,18720,2351,6.46 ,0.0458 ,6.49,37.8,291,906,,698,70.31 ,36,7,36.9,,,,02/07/2016,14.20 ,17520,2351,6.04 ,0.0429 ,6.49,37.8,291,906,,702,70.14 ,54,7.3,38.9,,
03/07/2016,14.70 ,18000,2369,6.21 ,0.0000 ,6.63,38,394,0,,798,66.31 ,72,7.05,37.9,,,,03/07/2016,14.70 ,18000,2369,6.21 ,0.0000 ,6.63,38,394,0,,749,68.38 ,60,7.43,38,,
04/07/2016,13.66 ,17040,2325,5.88 ,0.0470 ,6.61,38.5,280,828,,725,68.82 ,39.6,7.02,38.9,,,,04/07/2016,14.05 ,17520,2325,6.04 ,0.0483 ,6.61,38.5,280,828,,733,68.47 ,66,,,,
05/07/2016,14.98 ,18720,2320,6.46 ,0.0529 ,6.53,38,280,744,,757,67.37 ,66,7.18,37.9,,,,05/07/2016,14.78 ,18480,2320,6.37 ,0.0523 ,6.53,38,280,744,,753,67.54 ,42,7.31,38,,
06/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,06/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.39,37.8,,
07/07/2016,10.75 ,16800,1856,5.79 ,0.0406 ,6.78,37,363,840,,644,65.30 ,42,7.13,38,,,,07/07/2016,11.52 ,18000,1856,6.21 ,0.0434 ,6.78,37,363,840,,720,61.21 ,54,7.27,37.8,,
08/07/2016,10.93 ,16800,1886,5.79 ,0.0371 ,6.72,37,231,828,,705,62.62 ,42,7.08,37.8,,,,08/07/2016,11.71 ,18000,1886,6.21 ,0.0397 ,6.72,37,231,828,,669,64.53 ,54,7.43,37.8,,
09/07/2016,10.99 ,14400,2213,4.97 ,0.0397 ,6.62,36.9,220,780,,669,69.77 ,66,7.03,37.8,,,,09/07/2016,12.27 ,16080,2213,5.54 ,0.0444 ,6.62,36.9,220,780,,677,69.41 ,90,7.31,38.5,,
10/07/2016,10.97 ,16320,1949,5.63 ,0.0568 ,6.66,37.8,393,660,,709,63.62 ,42,7.14,37.8,,,,10/07/2016,12.42 ,18480,1949,6.37 ,0.0644 ,6.66,37.8,393,660,,669,65.67 ,42,7.3,38.1,,
11/07/2016,15.25 ,18720,2362,6.46 ,0.0549 ,6.77,38.5,382,870,,937,60.33 ,42,7.11,38.2,,,,11/07/2016,14.27 ,17520,2362,6.04 ,0.0514 ,6.77,38.5,382,870,,,100.00 ,48,,,,
12/07/2016,13.12 ,16800,2265,5.79 ,0.0556 ,6.78,38.5,392,792,,732,67.68 ,42,7.16,38,,,,12/07/2016,14.62 ,18720,2265,6.46 ,0.0620 ,6.78,38.5,392,792,,,100.00 ,42,,,,
13/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,13/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.17,38,,
14/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,14/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.09,39,,
15/07/2016,13.40 ,16560,2346,5.71 ,0.0000 ,6.89,38,683,726,,762,67.52 ,24,7.3,38,,,,15/07/2016,15.73 ,19440,2346,6.70 ,0.0000 ,6.89,38,683,726,,719,69.35 ,30,7.13,38.5,,
16/07/2016,14.26 ,16800,2461,5.79 ,0.0440 ,6.65,39,398,870,,812,67.01 ,42,6.91,38.5,,,,16/07/2016,14.26 ,16800,2461,5.79 ,0.0440 ,6.65,39,398,870,,824,66.52 ,30,,,,
17/07/2016,13.78 ,17280,2312,5.96 ,0.0596 ,6.71,39,356,870,,711,69.25 ,72,6.96,39,,,,17/07/2016,14.54 ,18240,2312,6.29 ,0.0629 ,6.71,39,356,870,,711,69.25 ,102,,,,
18/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,18/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.15,38,,
19/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,19/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,
20/07/2016,14.03 ,16800,2422,5.79 ,0.0521 ,6.73,39,554,966,,891,63.21 ,84,6.94,38.5,,,,20/07/2016,15.23 ,18240,2422,6.29 ,0.0566 ,6.73,39,554,966,,820,66.14 ,84,7.11,39,,
21/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,21/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.07,39,,
22/07/2016,15.31 ,17760,2500,6.12 ,0.0747 ,6.92,40,312,996,,641,74.36 ,90,6.92,39,,,,22/07/2016,16.14 ,18720,2500,6.46 ,0.0788 ,6.92,40,312,996,,969,61.24 ,60,6.97,40,,
23/07/2016,14.48 ,16800,2500,5.79 ,0.0527 ,6.74,40,292,990,,652,73.92 ,102,6.9,40,,,,23/07/2016,16.34 ,18960,2500,6.54 ,0.0595 ,6.74,40,292,990,,672,73.12 ,66,7.09,41,,
24/07/2016,13.92 ,16800,2402,5.79 ,0.0591 ,6.76,41,348,798,,644,73.19 ,78,6.83,40,,,,24/07/2016,14.71 ,17760,2402,6.12 ,0.0625 ,6.76,41,348,798,,613,74.48 ,72,7.07,41,,
25/07/2016,16.82 ,17760,2746,6.12 ,0.0625 ,6.68,41.5,357,828,,652,76.26 ,72,6.89,41,,,,25/07/2016,17.04 ,18000,2746,6.21 ,0.0633 ,6.68,41.5,357,828,,734,73.27 ,66,7.09,39,,
26/07/2016,15.87 ,17280,2664,5.96 ,0.0548 ,6.35,41,320,846,,754,71.70 ,96,6.88,41,,,,26/07/2016,17.64 ,19200,2664,6.62 ,0.0609 ,6.35,41,320,846,,723,72.86 ,78,,,,
27/07/2016,12.55 ,14400,2527,4.97 ,0.0502 ,6.59,40,226,930,,703,72.18 ,102,6.9,39,,,,27/07/2016,14.64 ,16800,2527,5.79 ,0.0585 ,6.59,40,226,930,,730,71.11 ,102,,,,
28/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,28/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.14,42,,
29/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,29/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,
30/07/2016,14.28 ,16800,2465,5.79 ,0.0672 ,6.8,42,398,852,,762,69.09 ,78,6.89,42,,,,30/07/2016,16.32 ,19200,2465,6.62 ,0.0768 ,6.8,42,398,852,,633,74.32 ,72,,,,
31/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,31/07/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.12,38.5,,
01/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,01/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,
02/08/2016,11.72 ,16800,2023,5.79 ,0.0591 ,6.67,40,503,756,,656,67.57 ,90,6.85,39,,,,02/08/2016,12.56 ,18000,2023,6.21 ,0.0633 ,6.67,40,503,756,,683,66.24 ,96,,,,
03/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,03/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.07,40.5,,
04/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,04/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.08,40,,
05/08/2016,13.21 ,15840,2418,5.46 ,0.0459 ,6.9,41,742,894,,820,66.09 ,102,6.89,41,,,,05/08/2016,14.21 ,17040,2418,5.88 ,0.0494 ,6.9,41,742,894,,773,68.03 ,90,7.1,39.5,,
06/08/2016,12.24 ,16080,2207,5.54 ,0.0455 ,6.85,41,567,828,,788,64.30 ,96,6.87,40,,,,06/08/2016,13.15 ,17280,2207,5.96 ,0.0489 ,6.85,41,567,828,,756,65.75 ,96,7.21,39.5,,
07/08/2016,15.06 ,17280,2527,5.96 ,0.0381 ,6.72,40,368,1074,,820,67.55 ,90,6.92,39.5,,,,07/08/2016,16.31 ,18720,2527,6.46 ,0.0413 ,6.72,40,368,1074,,820,67.55 ,108,,,,
08/08/2016,13.71 ,16800,2367,5.79 ,0.0348 ,6.3,40,349,1020,,768,67.55 ,102,7.05,39.5,,,,08/08/2016,14.50 ,17760,2367,6.12 ,0.0367 ,6.3,40,349,1020,,848,64.17 ,96,,,,
09/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,09/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.16,39.5,,
10/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,10/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,
11/08/2016,16.38 ,18000,2639,6.21 ,0.0497 ,6.4,39.5,499,1044,,788,70.14 ,90,7.03,39.5,,,,11/08/2016,17.25 ,18960,2639,6.54 ,0.0523 ,6.4,39.5,499,1044,,800,69.69 ,102,,,,
12/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,12/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.25,40,,
13/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,13/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.27,39,,
14/08/2016,11.70 ,17040,1991,5.88 ,0.0576 ,6.69,40.2,433,864,,516,74.08 ,78,7.03,39.5,,,,14/08/2016,11.86 ,17280,1991,5.96 ,0.0584 ,6.69,40.2,433,864,,560,71.87 ,108,7.17,39,,
15/08/2016,14.47 ,18240,2300,6.29 ,0.0478 ,6.48,39,477,792,,736,68.00 ,42,7.03,39,,,,15/08/2016,14.09 ,17760,2300,6.12 ,0.0465 ,6.48,39,477,792,,852,62.96 ,54,,,,
16/08/2016,14.71 ,16800,2539,5.79 ,0.0481 ,6.58,39,431,906,,780,69.28 ,78,6.97,39.3,,,,16/08/2016,14.08 ,16080,2539,5.54 ,0.0460 ,6.58,39,431,906,,828,67.39 ,54,,,,
17/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,17/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.19,39,,
18/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,18/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,
19/08/2016,16.53 ,18000,2663,6.21 ,0.0503 ,6.85,40,514,1002,,932,65.00 ,78,7.03,39,,,,19/08/2016,16.53 ,18000,2663,6.21 ,0.0503 ,6.85,40,514,1002,,844,68.31 ,60,7.29,39,,
20/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,20/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.26,39,,
21/08/2016,14.99 ,18000,2415,6.21 ,0.0447 ,6.6,39,346,888,,856,64.55 ,30,7.05,39,,,,21/08/2016,14.99 ,18000,2415,6.21 ,0.0447 ,6.6,39,346,888,,816,66.21 ,30,7.2,38.5,,
22/08/2016,15.06 ,18480,2363,6.37 ,0.0574 ,6.64,39,443,822,,884,62.59 ,42,7.06,39,,,,22/08/2016,13.49 ,16560,2363,5.71 ,0.0514 ,6.64,39,443,822,,848,64.11 ,54,7.21,39,,
23/08/2016,14.89 ,17520,2464,6.04 ,0.0507 ,6.62,38.5,359,870,,815,66.92 ,60,7.07,38.5,,,,23/08/2016,15.29 ,18000,2464,6.21 ,0.0521 ,6.62,38.5,359,870,,824,66.56 ,66,7.22,39.2,,
24/08/2016,14.55 ,17280,2442,5.96 ,0.0596 ,6.75,39.8,744,864,,850,65.19 ,36,7.03,39.8,,,,24/08/2016,13.74 ,16320,2442,5.63 ,0.0563 ,6.75,39.8,744,864,,846,65.36 ,42,7.23,39,,
25/08/2016,13.41 ,17760,2189,6.12 ,0.0337 ,6.13,39.2,215,840,,773,64.69 ,78,6.92,39.2,,,,25/08/2016,13.04 ,17280,2189,5.96 ,0.0328 ,6.13,39.2,215,840,,811,62.95 ,54,7.29,39,,
26/08/2016,14.70 ,17040,2502,5.88 ,0.0482 ,6.59,39.5,239,882,,833,66.71 ,78,7.03,39,,,,26/08/2016,14.91 ,17280,2502,5.96 ,0.0489 ,6.59,39.5,239,882,,828,66.91 ,66,7.26,39.5,,
27/08/2016,13.18 ,16800,2275,5.79 ,0.0197 ,6.64,39,227,834,,764,66.42 ,54,7.06,39,,,,27/08/2016,13.93 ,17760,2275,6.12 ,0.0208 ,6.64,39,227,834,,794,65.10 ,66,,,,
28/08/2016,13.64 ,17040,2322,5.88 ,0.0482 ,6.7,39,146,828,,747,67.83 ,78,6.95,39.5,,,,28/08/2016,14.41 ,18000,2322,6.21 ,0.0509 ,6.7,39,146,828,,773,66.71 ,60,7.21,39.5,,
29/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,29/08/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.24,40,,
30/08/2016,13.40 ,17280,2249,5.96 ,0.0697 ,7.14,40,337,774,,785,65.10 ,24,6.96,39.5,,,,30/08/2016,13.96 ,18000,2249,6.21 ,0.0726 ,7.14,40,337,774,,871,61.27 ,66,7.26,39.5,,
31/08/2016,12.59 ,15840,2305,5.46 ,0.0666 ,7.11,40,316,786,,609,73.58 ,12,6.99,40,,,,31/08/2016,12.97 ,16320,2305,5.63 ,0.0687 ,7.11,40,316,786,,695,69.85 ,48,,,,
01/09/2016,13.95 ,17520,2309,6.04 ,0.0659 ,7.17,40,244,828,,850,63.19 ,48,7.03,39.5,,,,01/09/2016,13.76 ,17280,2309,5.96 ,0.0649 ,7.17,40,244,828,,867,62.45 ,48,7.22,40,,
02/09/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,02/09/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.38,40,,
03/09/2016,16.80 ,17520,2781,6.04 ,0.0435 ,6.5,40.5,197,1062,,901,67.60 ,54,7.06,40,,,,03/09/2016,15.65 ,16320,2781,5.63 ,0.0405 ,6.5,40.5,197,1062,,820,70.51 ,54,7.27,40.2,,
04/09/2016,14.47 ,16800,2498,5.79 ,0.0394 ,6.46,41,309,1002,,876,64.93 ,66,7.11,40.8,,,,04/09/2016,15.09 ,17520,2498,6.04 ,0.0411 ,6.46,41,309,1002,,833,66.65 ,66,7.32,40.8,,
05/09/2016,14.07 ,16800,2429,5.79 ,0.0510 ,6.47,40.2,258,828,,837,65.54 ,54,7.05,40,,,,05/09/2016,14.47 ,17280,2429,5.96 ,0.0524 ,6.47,40.2,258,828,,858,64.68 ,36,7.23,40,,
06/09/2016,14.09 ,17280,2365,5.96 ,0.0358 ,6.31,39.5,260,828,,820,65.33 ,60,7.1,40.5,,,,06/09/2016,15.27 ,18720,2365,6.46 ,0.0387 ,6.31,39.5,260,828,,811,65.71 ,48,7.17,40,,
07/09/2016,14.95 ,18000,2408,6.21 ,0.0422 ,6.44,39.5,252,864,,807,66.49 ,72,7.1,40,,,,07/09/2016,14.95 ,18000,2408,6.21 ,0.0422 ,6.44,39.5,252,864,,850,64.70 ,42,7.55,39.8,,
08/09/2016,13.28 ,16560,2326,5.71 ,0.0548 ,6.94,39,308,840,,767,67.02 ,54,7.25,39.8,,,,08/09/2016,14.05 ,17520,2326,6.04 ,0.0580 ,6.94,39,308,840,,721,69.00 ,90,7.77,37.8,,
09/09/2016,5.38 ,6720,2322,2.32 ,0.0204 ,6.91,40,182,924,,805,65.33 ,78,7.33,39.8,,,,09/09/2016,6.73 ,8400,2322,2.90 ,0.0255 ,6.91,40,182,924,,763,67.14 ,102,7.31,38.8,,
10/09/2016,10.14 ,13680,2149,4.72 ,0.0542 ,7.49,38,192,840,,712,66.87 ,66,7.51,37.5,,,,10/09/2016,11.56 ,15600,2149,5.38 ,0.0619 ,7.49,38,192,840,,796,62.96 ,66,7.34,38.5,,
11/09/2016,12.81 ,17520,2120,6.04 ,0.0477 ,6.66,39,411,900,,767,63.82 ,12,7.07,38.5,,,,11/09/2016,13.68 ,18720,2120,6.46 ,0.0510 ,6.66,39,411,900,,725,65.80 ,48,7.33,40,,
12/09/2016,14.00 ,19200,2115,6.62 ,0.0516 ,6.63,39,304,882,,729,65.53 ,60,7.1,38,,,,12/09/2016,13.13 ,18000,2115,6.21 ,0.0484 ,6.63,39,304,882,,750,64.54 ,36,7.35,39.5,,
13/09/2016,14.31 ,17040,2436,5.88 ,0.0482 ,6.84,40.5,325,924,,775,68.19 ,72,7.07,40.5,,,,13/09/2016,15.52 ,18480,2436,6.37 ,0.0523 ,6.84,40.5,325,924,,759,68.84 ,54,7.49,40.5,,
14/09/2016,12.94 ,16800,2233,5.79 ,0.0614 ,6.99,40,328,816,,759,66.01 ,66,7.08,39.5,,,,14/09/2016,14.23 ,18480,2233,6.37 ,0.0675 ,6.99,40,328,816,,813,63.59 ,48,,,,
15/09/2016,12.85 ,16560,2250,5.71 ,0.0485 ,6.93,40,350,1038,,754,66.49 ,120,7.19,40.5,,,,15/09/2016,13.59 ,17520,2250,6.04 ,0.0514 ,6.93,40,350,1038,,822,63.47 ,78,7.36,41,,
16/09/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,16/09/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.27,40.5,,
17/09/2016,12.90 ,16560,2259,5.71 ,0.0000 ,7.15,40.5,299,0,,788,65.12 ,0,7.09,40.5,,,,17/09/2016,14.21 ,18240,2259,6.29 ,0.0000 ,7.15,40.5,299,0,,809,64.19 ,0,7.25,39.5,,
18/09/2016,15.92 ,16800,2748,5.79 ,0.0713 ,7.1,40,282,900,,742,73.00 ,30,6.96,39.5,,,,18/09/2016,17.74 ,18720,2748,6.46 ,0.0794 ,7.1,40,282,900,,860,68.70 ,6,7.34,38.5,,
19/09/2016,13.06 ,15600,2427,5.38 ,0.0597 ,6.94,39.5,160,870,,881,63.70 ,42,6.94,39.5,,,,19/09/2016,14.06 ,16800,2427,5.79 ,0.0643 ,6.94,39.5,160,870,,860,64.57 ,36,7.52,36.5,,
20/09/2016,13.35 ,16800,2305,5.79 ,0.0672 ,7.13,38.1,366,828,,737,68.03 ,42,7.02,38,,,,20/09/2016,14.69 ,18480,2305,6.37 ,0.0739 ,7.13,38.1,366,828,,759,67.07 ,44.4,7.52,37,,
21/09/2016,12.01 ,15600,2233,5.38 ,0.0350 ,6.62,38,230,924,,843,62.25 ,90,7.26,37,,,,21/09/2016,13.12 ,17040,2233,5.88 ,0.0382 ,6.62,38,230,924,,801,64.13 ,72,7.56,37,,
22/09/2016,13.40 ,16800,2313,5.79 ,0.0585 ,6.77,38,166,954,,801,65.37 ,54,7.32,37.5,,,,22/09/2016,14.74 ,18480,2313,6.37 ,0.0644 ,6.77,38,166,954,,822,64.46 ,54,7.51,39.5,,
23/09/2016,13.14 ,16800,2268,5.79 ,0.0678 ,6.81,37.5,345,936,,768,66.14 ,66,7.29,37.2,,,,23/09/2016,14.26 ,18240,2268,6.29 ,0.0736 ,6.81,37.5,345,936,,720,68.25 ,54,7.46,39,,
24/09/2016,14.06 ,18480,2207,6.37 ,0.0675 ,6.73,40,249,972,,687,68.87 ,48,7.29,39.5,,,,24/09/2016,14.43 ,18960,2207,6.54 ,0.0693 ,6.73,40,249,972,,797,63.89 ,18,7.55,40,,
25/09/2016,15.87 ,18000,2557,6.21 ,0.0608 ,6.68,39.5,324,990,,931,63.59 ,42,7.21,39,,,,25/09/2016,15.66 ,17760,2557,6.12 ,0.0600 ,6.68,39.5,324,990,,951,62.81 ,42,7.43,40,,
26/09/2016,13.62 ,17280,2285,5.96 ,0.0632 ,6.83,40,239,960,,752,67.09 ,30,7.23,40,,,,26/09/2016,13.80 ,17520,2285,6.04 ,0.0640 ,6.83,40,239,960,,902,60.53 ,54,7.5,38,,
27/09/2016,12.55 ,17520,2077,6.04 ,0.0598 ,6.57,39.5,309,948,,724,65.14 ,54,7.22,38.5,,,,27/09/2016,13.58 ,18960,2077,6.54 ,0.0647 ,6.57,39.5,309,948,,732,64.76 ,54,7.45,37.5,,
28/09/2016,11.52 ,16800,1988,5.79 ,0.0550 ,6.77,39,273,822,,711,64.24 ,42,7.25,39,,,,28/09/2016,12.34 ,18000,1988,6.21 ,0.0590 ,6.77,39,273,822,,756,61.97 ,66,7.45,36,,
29/09/2016,7.49 ,10800,2012,3.72 ,0.0335 ,6.76,37.5,365,816,,760,62.23 ,54,7.24,38,,,,29/09/2016,8.33 ,12000,2012,4.14 ,0.0372 ,6.76,37.5,365,816,,809,59.79 ,72,7.41,35.5,,
30/09/2016,10.44 ,15840,1911,5.46 ,0.0459 ,6.6,36.5,214,834,,707,63.00 ,60,7.22,36,,,,30/09/2016,11.39 ,17280,1911,5.96 ,0.0501 ,6.6,36.5,214,834,,744,61.07 ,96,7.33,39,,
01/10/2016,10.61 ,15360,2004,5.30 ,0.0498 ,6.68,36.5,319,798,,710,64.57 ,96,7.13,36,,,,01/10/2016,12.11 ,17520,2004,6.04 ,0.0568 ,6.68,36.5,319,798,,740,63.07 ,54,7.33,38,,
02/10/2016,12.77 ,16560,2236,5.71 ,0.0514 ,6.89,38,521,960,,728,67.44 ,36,7.1,39,,,,02/10/2016,13.14 ,17040,2236,5.88 ,0.0529 ,6.89,38,521,960,,732,67.26 ,78,7.37,38.5,,
03/10/2016,13.89 ,16800,2398,5.79 ,0.0452 ,6.53,38.5,291,978,,882,63.22 ,60,7.06,38.5,,,,03/10/2016,14.09 ,17040,2398,5.88 ,0.0458 ,6.53,38.5,291,978,,967,59.67 ,42,7.31,39,,
04/10/2016,12.65 ,16800,2183,5.79 ,0.0458 ,6.66,39,256,834,,724,66.83 ,66,7.09,39,,,,04/10/2016,13.19 ,17520,2183,6.04 ,0.0477 ,6.66,39,256,834,,785,64.04 ,30,7.39,38,,
05/10/2016,12.54 ,16320,2229,5.63 ,0.0597 ,6.78,40,307,816,,677,69.63 ,78,7.07,40.5,,,,05/10/2016,12.54 ,16320,2229,5.63 ,0.0597 ,6.78,40,307,816,,748,66.44 ,60,7.35,38,,
06/10/2016,11.79 ,14880,2297,5.13 ,0.0441 ,6.71,38.8,296,816,,729,68.26 ,54,7.12,39,,,,06/10/2016,12.93 ,16320,2297,5.63 ,0.0484 ,6.71,38.8,296,816,,792,65.52 ,18,7.45,35,,
07/10/2016,12.31 ,15360,2325,5.30 ,0.0593 ,6.23,38.3,319,822,,764,67.14 ,60,7.17,38.8,,,,07/10/2016,13.47 ,16800,2325,5.79 ,0.0649 ,6.23,38.3,319,822,,908,60.95 ,66,7.37,37.5,,
08/10/2016,11.36 ,15120,2178,5.21 ,0.0542 ,6.98,38,233,768,,756,65.29 ,66,7.19,38,,,,08/10/2016,12.62 ,16800,2178,5.79 ,0.0602 ,6.98,38,233,768,,836,61.62 ,54,7.29,37,,
09/10/2016,11.21 ,14400,2257,4.97 ,0.0502 ,6.48,37.5,430,726,,796,64.73 ,78,7,37.5,,,,09/10/2016,11.95 ,15360,2257,5.30 ,0.0535 ,6.48,37.5,430,726,,796,64.73 ,36,7.23,38,,
10/10/2016,11.54 ,15600,2146,5.38 ,0.0602 ,6.75,37,232,828,,740,65.52 ,66,7.08,37,,,,10/10/2016,12.61 ,17040,2146,5.88 ,0.0658 ,6.75,37,232,828,,916,57.32 ,66,7.26,38,,
11/10/2016,12.93 ,16320,2297,5.63 ,0.0743 ,6.92,38.5,375,846,,780,66.04 ,78,7.04,38.5,,,,11/10/2016,12.93 ,16320,2297,5.63 ,0.0743 ,6.92,38.5,375,846,,959,58.25 ,60,7.29,39.5,,
12/10/2016,14.58 ,16800,2516,5.79 ,0.0626 ,6.76,38,501,948,,717,71.50 ,90,7.01,38.5,,,,12/10/2016,15.41 ,17760,2516,6.12 ,0.0661 ,6.76,38,501,948,,796,68.36 ,66,7.33,38.5,,
13/10/2016,14.72 ,16320,2616,5.63 ,0.0630 ,6.93,39.5,395,978,,788,69.88 ,42,6.96,39.5,,,,13/10/2016,14.72 ,16320,2616,5.63 ,0.0630 ,6.93,39.5,395,978,,768,70.64 ,60,7.35,38.5,,
14/10/2016,14.28 ,17280,2397,5.96 ,0.0745 ,6.91,38.2,388,918,,764,68.13 ,72,7.02,39.5,,,,14/10/2016,14.88 ,18000,2397,6.21 ,0.0776 ,6.91,38.2,388,918,,800,66.62 ,90,,,,
15/10/2016,12.05 ,13200,2647,4.55 ,0.0719 ,6.67,38.8,381,972,,776,70.68 ,54,7.09,39,,,,15/10/2016,13.80 ,15120,2647,5.21 ,0.0824 ,6.67,38.8,381,972,,792,70.08 ,66,,,,
